"OBJECTID","gml_id","STNID","COOPID","WBANID","COBAN","BEG_DATE","END_DATE","NAME","COUNTRY","STATE","COUNTY","DIV","LATITUDE","LONGITUDE","ELEVATION","SE_ANNO_CAD_DATA","gml_geometry_property"
8912,"F306__9679","30001762  ","210564","99999","210564NNNNN","200503","201012","BEAVER BAY 5SW               ","UNITED STATES                  ","MN","LAKE","03",47.200000,-91.360000,630.000000,"","Shape"
8913,"F306__9680","30002903  ","210628","99999","210628NNNNN","189308","194204","BELLE PLAINE                 ","UNITED STATES                  ","MN","SCOTT","05",44.630000,-93.760000,800.000000,"","Shape"
8914,"F306__9681","20011070  ","210643","99999","210643NNNNN","198711","200411","BEMIDJI                      ","UNITED STATES                  ","MN","BELTRAMI","02",47.530000,-94.810000,1360.000000,"","Shape"
8915,"F306__9682","20010951  ","210643","14958","21064314958","189601","198710","BEMIDJI MUNI AP              ","UNITED STATES                  ","MN","BELTRAMI","02",47.500000,-94.930000,1392.000000,"","Shape"
8916,"F306__9683","20010820  ","210667","99999","210667NNNNN","194511","201012","BENSON                       ","UNITED STATES                  ","MN","SWIFT","04",45.310000,-95.610000,1040.000000,"","Shape"
8917,"F306__9684","20011005  ","210746","99999","210746NNNNN","193007","201011","BIG FALLS                    ","UNITED STATES                  ","MN","KOOCHICHING","02",48.180000,-93.780000,1220.000000,"","Shape"
8918,"F306__9685","20010963  ","210754","99999","210754NNNNN","192512","198007","BIGFORK 5 ESE                ","UNITED STATES                  ","MN","ITASCA","02",47.700000,-93.550000,1411.000000,"","Shape"
8919,"F306__9686","30002904  ","210768","99999","210768NNNNN","189204","189808","BINGHAM LAKE                 ","UNITED STATES                  ","MN","COTTONWOOD","07",43.910000,-95.050000,1423.000000,"","Shape"
8920,"F306__9687","20010762  ","210783","99999","210783NNNNN","188502","197605","BIRD ISLAND                  ","UNITED STATES                  ","MN","RENVILLE","05",44.760000,-94.900000,1089.000000,"","Shape"
8921,"F306__9688","20010964  ","210803","99999","210803NNNNN","190702","195307","BLACKDDCK RS                 ","UNITED STATES                  ","MN","BELTRAMI","01",47.710000,-94.560000,1401.000000,"","Shape"
8922,"F306__9689","20011068  ","210809","99999","210809NNNNN","198911","201012","BLACKDUCK                    ","UNITED STATES                  ","MN","BELTRAMI","02",47.660000,-94.510000,1340.000000,"","Shape"
9007,"F306__9780","12002695  ","210811","99999","210811NNNNN","194005","194105","BLAKELEY                     ","UNITED STATES                  ","MN","SIBLEY","99",44.600000,-93.860000,734.000000,"","Shape"
9008,"F306__9781","20010841  ","210826","99999","210826NNNNN","194808","198512","BLANCHARD PWR STN            ","UNITED STATES                  ","MN","MORRISON","05",45.860000,-94.350000,1079.000000,"","Shape"
9009,"F306__9782","30002905  ","210839","99999","210839NNNNN","189107","190410","BLOOMING PRAIRIE             ","UNITED STATES                  ","MN","DODGE","08",43.910000,-93.050000,1286.000000,"","Shape"
9010,"F306__9783","20010656  ","210852","99999","210852NNNNN","194808","200908","BLUE EARTH                   ","UNITED STATES                  ","MN","FARIBAULT","08",43.630000,-94.080000,1065.000000,"","Shape"
9011,"F306__9784","30015130  ","210855","99999","210855NNNNN","200910","201012","BLUE EARTH DWTN              ","UNITED STATES                  ","MN","FARIBAULT","08",43.630000,-94.080000,1086.000000,"","Shape"
9012,"F306__9786","20010866  ","210939","99999","210939NNNNN","189902","201012","BRAINERD                     ","UNITED STATES                  ","MN","CROW WING","06",46.330000,-94.200000,1180.000000,"","Shape"
9013,"F306__9787","30000940  ","210973","99999","210973NNNNN","200001","201012","BRECKENRIDGE MN              ","UNITED STATES                  ","MN","WILKIN","04",46.260000,-96.580000,960.000000,"","Shape"
9014,"F306__9788","30002906  ","210978","99999","210978NNNNN","189601","189609","BREESE                       ","UNITED STATES                  ","MN","MARSHALL","01",48.330000,-96.330000,-99999.000000,"","Shape"
9015,"F306__9789","20010638  ","210981","99999","210981NNNNN","194005","201012","BRICELYN                     ","UNITED STATES                  ","MN","FARIBAULT","08",43.530000,-93.830000,1170.000000,"","Shape"
9016,"F306__9790","20010926  ","210989","99999","210989NNNNN","194808","201012","BRIMSON 2S                   ","UNITED STATES                  ","MN","ST. LOUIS","03",47.230000,-91.850000,1486.000000,"","Shape"
9017,"F306__9791","20010833  ","211063","99999","211063NNNNN","197312","201012","BROWNS VALLEY                ","UNITED STATES                  ","MN","TRAVERSE","04",45.580000,-96.810000,997.000000,"","Shape"
9018,"F306__9792","30001539  ","211065","99999","211065NNNNN","200309","201012","BROWNTON WWTP                ","UNITED STATES                  ","MN","MCLEOD","05",44.730000,-94.330000,1040.000000,"","Shape"
9019,"F306__9793","20011079  ","211074","99999","211074NNNNN","199009","201012","BRUNO 7ENE                   ","UNITED STATES                  ","MN","PINE","06",46.300000,-92.530000,845.000000,"","Shape"
9020,"F306__9794","20010810  ","211107","99999","211107NNNNN","194005","201012","BUFFALO 2NE                  ","UNITED STATES                  ","MN","WRIGHT","05",45.180000,-93.830000,992.000000,"","Shape"
9021,"F306__9795","20011098  ","211174","99999","211174NNNNN","199308","201012","BYRON 4NORTH                 ","UNITED STATES                  ","MN","OLMSTED","09",44.080000,-92.630000,1041.000000,"","Shape"
9022,"F306__9796","20010639  ","211198","99999","211198NNNNN","189203","201012","CALEDONIA                    ","UNITED STATES                  ","MN","HOUSTON","09",43.610000,-91.500000,1166.000000,"","Shape"
9023,"F306__9797","20010825  ","211227","99999","211227NNNNN","189205","201012","CAMBRIDGE 5ESE               ","UNITED STATES                  ","MN","ISANTI","06",45.550000,-93.110000,960.000000,"","Shape"
9024,"F306__9798","20010855  ","211245","99999","211245NNNNN","189401","200601","CAMPBELL                     ","UNITED STATES                  ","MN","WILKIN","04",46.080000,-96.400000,972.000000,"","Shape"
9025,"F306__9800","20010756  ","211263","99999","211263NNNNN","188708","201012","CANBY                        ","UNITED STATES                  ","MN","YELLOW MEDICINE","04",44.710000,-96.260000,1243.000000,"","Shape"
9026,"F306__9801","30015378  ","211278","99999","211278NNNNN","201005","201012","CANNON FALLS 2SW             ","UNITED STATES                  ","MN","GOODHUE","09",44.460000,-92.900000,945.000000,"","Shape"
9027,"F306__9802","20011040  ","211303","99999","211303NNNNN","193904","200202","CARIBOU 2 S                  ","UNITED STATES                  ","MN","KITTSON","01",48.950000,-96.450000,1020.000000,"","Shape"
9028,"F306__9803","30001570  ","211310","99999","211310NNNNN","200805","201012","CARLOS 3 SW                  ","UNITED STATES                  ","MN","DOUGLAS","04",45.930000,-95.360000,1355.000000,"","Shape"
9029,"F306__9804","30002907  ","211323","99999","211323NNNNN","189308","189511","CARVER                       ","UNITED STATES                  ","MN","SCOTT","05",44.750000,-93.580000,813.000000,"","Shape"
9030,"F306__9805","30003108  ","211340","99999","211340NNNNN","192905","193006","CASCADE                      ","UNITED STATES                  ","MN","COOK","03",47.850000,-90.630000,1500.000000,"","Shape"
9031,"F306__9806","20010938  ","211374","99999","211374NNNNN","190604","201012","CASS LAKE                    ","UNITED STATES                  ","MN","CASS","02",47.380000,-94.600000,1296.000000,"","Shape"
9032,"F306__9807","20011044  ","211390","99999","211390NNNNN","196211","200511","CEDAR                        ","UNITED STATES                  ","MN","ANOKA","06",45.310000,-93.280000,907.000000,"","Shape"
9033,"F306__9808","12002703  ","211417","99999","211417NNNNN","191908","192712","CENTERVILLE LAKE             ","UNITED STATES                  ","MN","ANOKA","99",45.160000,-93.060000,888.000000,"","Shape"
9034,"F306__9809","30002846  ","211420","99999","211420NNNNN","191908","192711","CEDAR                        ","UNITED STATES                  ","MN","ANOKA","06",45.160000,-93.060000,888.000000,"","Shape"
9119,"F306__9900","20011028  ","211426","99999","211426NNNNN","194908","195010","CENTRAL                      ","UNITED STATES                  ","MN","KOOCHICHING","01",48.700000,-94.350000,-99999.000000,"","Shape"
9120,"F306__9901","30000053  ","211448","99999","211448NNNNN","199601","201012","CHANHASSEN WSFO              ","UNITED STATES                  ","MN","CARVER","06",44.830000,-93.550000,946.000000,"","Shape"
9121,"F306__9902","20010765  ","211465","99999","211465NNNNN","191108","200407","CHASKA                       ","UNITED STATES                  ","MN","CARVER","05",44.800000,-93.580000,720.000000,"","Shape"
9122,"F306__9903","30001752  ","211468","99999","211468NNNNN","200502","201012","CHASKA 2NW                   ","UNITED STATES                  ","MN","CARVER","05",44.800000,-93.610000,923.000000,"","Shape"
9123,"F306__9904","30002908  ","211489","99999","211489NNNNN","191311","193912","CHATFIELD                    ","UNITED STATES                  ","MN","OLMSTED","09",43.830000,-92.200000,1040.000000,"","Shape"
9124,"F306__9906","30002909  ","211561","99999","211561NNNNN","189212","189608","CLEAR LAKE                   ","UNITED STATES                  ","MN","SHERBURNE","05",45.450000,-94.000000,991.000000,"","Shape"
9125,"F306__9907","30002910  ","211585","99999","211585NNNNN","189309","189511","CLEARWATER                   ","UNITED STATES                  ","MN","STEARNS","05",45.410000,-94.080000,960.000000,"","Shape"
9126,"F306__9908","20011026  ","211589","99999","211589NNNNN","195108","195109","CLEMENTSON                   ","UNITED STATES                  ","MN","LAKE OF THE WOODS","02",48.680000,-94.430000,1072.000000,"","Shape"
9127,"F306__9909","20010882  ","211630","99999","211630NNNNN","190001","201012","CLOQUET                      ","UNITED STATES                  ","MN","CARLTON","06",46.700000,-92.510000,1265.000000,"","Shape"
9128,"F306__9910","20010800  ","211669","99999","211669NNNNN","194802","200208","COKATO                       ","UNITED STATES                  ","MN","WRIGHT","05",45.050000,-94.250000,1069.000000,"","Shape"
9129,"F306__9911","20010928  ","211675","99999","211675NNNNN","190409","195407","COLERAINE                    ","UNITED STATES                  ","MN","ITASCA","01",47.260000,-93.460000,1322.000000,"","Shape"
9130,"F306__9912","20010829  ","211691","99999","211691NNNNN","189212","201012","COLLEGEVILLE ST JOHN         ","UNITED STATES                  ","MN","STEARNS","05",45.580000,-94.400000,1225.000000,"","Shape"
9131,"F306__9913","20010702  ","211718","99999","211718NNNNN","194010","197208","COMFREY 4 E                  ","UNITED STATES                  ","MN","BROWN","08",44.110000,-94.810000,1089.000000,"","Shape"
9132,"F306__9914","30000793  ","211771","99999","211771NNNNN","199907","201012","COOK 8NE                     ","UNITED STATES                  ","MN","ST. LOUIS","03",47.880000,-92.530000,1355.000000,"","Shape"
9133,"F306__9915","30000332  ","211773","99999","211773NNNNN","199711","199906","COOK 12 W                    ","UNITED STATES                  ","MN","ST. LOUIS","03",47.860000,-92.910000,1312.000000,"","Shape"
9134,"F306__9916","20010979  ","211776","99999","211776NNNNN","195909","199509","COOK 18 W                    ","UNITED STATES                  ","MN","ST. LOUIS","03",47.860000,-93.060000,1315.000000,"","Shape"
9135,"F306__9917","12002709  ","211787","99999","211787NNNNN","191905","191909","COON CREEK FARM              ","UNITED STATES                  ","MN","ANOKA","99",45.160000,-93.330000,-99999.000000,"","Shape"
9136,"F306__9918","20010812  ","211812","99999","211812NNNNN","194808","195109","CORRELL                      ","UNITED STATES                  ","MN","BIG STONE","04",45.230000,-96.160000,981.000000,"","Shape"
9137,"F306__9920","20011010  ","211857","99999","211857NNNNN","192601","197710","CRANE LAKE RS                ","UNITED STATES                  ","MN","ST. LOUIS","03",48.260000,-92.460000,1122.000000,"","Shape"
9138,"F306__9921","30002445  ","211880","99999","211880NNNNN","189312","189511","CROMWELL CARLTON             ","UNITED STATES                  ","MN","CARLTON","06",46.660000,-92.830000,1306.000000,"","Shape"
9139,"F306__9922","20010973  ","211886","99999","211886NNNNN","197406","198405","CROOKSTON                    ","UNITED STATES                  ","MN","POLK","01",47.780000,-96.610000,830.000000,"","Shape"
9140,"F306__9923","30002793  ","211889","99999","211889NNNNN","188910","192302","CROOKSTON #1                 ","UNITED STATES                  ","MN","POLK","01",47.830000,-96.600000,863.000000,"","Shape"
9141,"F306__9924","20010976  ","211891","99999","211891NNNNN","189001","201012","CROOKSTON NW EXP STN         ","UNITED STATES                  ","MN","POLK","01",47.800000,-96.600000,888.000000,"","Shape"
9142,"F306__9925","30002911  ","211935","99999","211935NNNNN","191309","192010","CRYSTAL BAY                  ","UNITED STATES                  ","MN","HENNEPIN","06",44.930000,-93.580000,949.000000,"","Shape"
9143,"F306__9926","20010950  ","211963","99999","211963NNNNN","194808","195110","CUT FOOT SIOUX RANGER        ","UNITED STATES                  ","MN","ITASCA","01",47.510000,-94.010000,1302.000000,"","Shape"
9144,"F306__9927","30002912  ","211979","99999","211979NNNNN","189912","190504","CURRIE                       ","UNITED STATES                  ","MN","MURRAY","07",44.080000,-95.660000,1460.000000,"","Shape"
9145,"F306__9928","30003107  ","212015","99999","212015NNNNN","200702","201009","DALTON 3S                    ","UNITED STATES                  ","MN","OTTER TAIL","04",46.110000,-95.900000,1320.000000,"","Shape"
9146,"F306__9929","12002713  ","212021","99999","212021NNNNN","189308","189408","DASSEL                       ","UNITED STATES                  ","MN","MEEKER","99",45.080000,-94.330000,1089.000000,"","Shape"
9231,"F306__10020","20010802  ","212023","99999","212023NNNNN","200308","201012","DASSEL                       ","UNITED STATES                  ","MN","MEEKER","05",45.060000,-94.300000,1090.000000,"","Shape"
9232,"F306__10021","20010778  ","212038","99999","212038NNNNN","189307","201012","DAWSON                       ","UNITED STATES                  ","MN","LAC QUI PARLE","04",44.910000,-96.030000,1055.000000,"","Shape"
9233,"F306__10022","30002847  ","212045","99999","212045NNNNN","189711","190411","DEEP HAVEN                   ","UNITED STATES                  ","MN","HENNEPIN","06",44.930000,-93.510000,-99999.000000,"","Shape"
9234,"F306__10023","20011048  ","212050","99999","212050NNNNN","198211","201012","DEEP PORTAGE                 ","UNITED STATES                  ","MN","CASS","02",46.880000,-94.380000,1471.000000,"","Shape"
9235,"F306__10025","12002714  ","212130","99999","212130NNNNN","189901","190411","DEEPHAVEN LK MINNETONK       ","UNITED STATES                  ","MN","HENNEPIN","99",44.910000,-93.510000,955.000000,"","Shape"
9236,"F306__10026","20010894  ","212142","99999","212142NNNNN","189512","201012","DETROIT LAKES 1 NNE          ","UNITED STATES                  ","MN","BECKER","01",46.830000,-95.830000,1355.000000,"","Shape"
9237,"F306__10027","30015067  ","212146","99999","212146NNNNN","200911","201012","DETROIT LAKES 12E            ","UNITED STATES                  ","MN","BECKER","01",46.850000,-95.600000,1537.000000,"","Shape"
9238,"F306__10028","20010910  ","212156","99999","212156NNNNN","197310","199412","DILWORTH 7 NNE               ","UNITED STATES                  ","MN","CLAY","01",46.950000,-96.650000,878.000000,"","Shape"
9239,"F306__10029","20010688  ","212166","99999","212166NNNNN","194005","195109","DODGE CTR                    ","UNITED STATES                  ","MN","DODGE","09",44.010000,-92.860000,1269.000000,"","Shape"
9240,"F306__10030","20011022  ","212222","99999","212222NNNNN","195604","196611","DRAYTON N DAK 2 NE           ","UNITED STATES                  ","MN","KITTSON","01",48.560000,-97.150000,801.000000,"","Shape"
9241,"F306__10031","20010890  ","212246","99999","212246NNNNN","190602","200409","DULUTH HARBOR STN            ","UNITED STATES                  ","MN","ST. LOUIS","03",46.760000,-92.080000,610.000000,"","Shape"
9242,"F306__10032","20010891  ","212248","14913","21224814913","189808","201012","DULUTH INTL AP               ","UNITED STATES                  ","MN","ST. LOUIS","03",46.830000,-92.180000,1433.000000,"","Shape"
9243,"F306__10033","30002913  ","212252","99999","212252NNNNN","190301","192302","DULUTH NE EXP FARM           ","UNITED STATES                  ","MN","ST. LOUIS","03",46.860000,-92.100000,1130.000000,"","Shape"
9244,"F306__10034","20010887  ","212253","14959","21225314959","189305","195909","DULUTH                       ","UNITED STATES                  ","MN","ST. LOUIS","03",46.780000,-92.100000,1161.000000,"","Shape"
9245,"F306__10035","20010694  ","212468","99999","212468NNNNN","194808","194811","ELBA                         ","UNITED STATES                  ","MN","WINONA","09",44.080000,-92.010000,900.000000,"","Shape"
9246,"F306__10036","20010849  ","212476","99999","212476NNNNN","194005","198812","ELBOW LAKE 5 E               ","UNITED STATES                  ","MN","GRANT","04",46.000000,-95.860000,1330.000000,"","Shape"
9247,"F306__10038","20010818  ","212500","99999","212500NNNNN","194005","201012","ELK RIVER                    ","UNITED STATES                  ","MN","SHERBURNE","05",45.300000,-93.580000,910.000000,"","Shape"
9248,"F306__10039","30000054  ","212543","99999","212543NNNNN","199711","201003","ELY                          ","UNITED STATES                  ","MN","ST. LOUIS","03",47.910000,-91.850000,1382.000000,"","Shape"
9249,"F306__10040","20010984  ","212545","99999","212545NNNNN","191105","193010","ELY                          ","UNITED STATES                  ","MN","ST. LOUIS","99",47.900000,-91.860000,1470.000000,"","Shape"
9250,"F306__10041","30000487  ","212555","99999","212555NNNNN","199806","201012","ELY 25E                      ","UNITED STATES                  ","MN","LAKE","03",47.960000,-91.450000,1395.000000,"","Shape"
9251,"F306__10042","12002719  ","212559","99999","212559NNNNN","191104","193010","ELY RANGER STATION           ","UNITED STATES                  ","MN","ST. LOUIS","99",47.900000,-91.880000,1470.000000,"","Shape"
9252,"F306__10043","20011103  ","212576","99999","212576NNNNN","199410","201012","EMBARRASS                    ","UNITED STATES                  ","MN","ST. LOUIS","03",47.650000,-92.180000,1400.000000,"","Shape"
9253,"F306__10044","20011061  ","212645","99999","212645NNNNN","198610","201012","EVELETH WWTP                 ","UNITED STATES                  ","MN","ST. LOUIS","03",47.450000,-92.510000,1445.000000,"","Shape"
9254,"F306__10045","30002848  ","212670","99999","212670NNNNN","189401","189403","EXCEL                        ","UNITED STATES                  ","MN","MARSHALL","01",48.230000,-96.160000,-99999.000000,"","Shape"
9255,"F306__10046","20010774  ","212676","99999","212676NNNNN","188610","188803","EXCELSIOR                    ","UNITED STATES                  ","MN","HENNEPIN","06",44.900000,-93.560000,942.000000,"","Shape"
9256,"F306__10047","20010643  ","212698","99999","212698NNNNN","188704","201012","FAIRMONT                     ","UNITED STATES                  ","MN","MARTIN","08",43.630000,-94.450000,1187.000000,"","Shape"
9257,"F306__10048","20010644  ","212702","99999","212702NNNNN","196508","197306","FAIRMONT RADIO KSUM          ","UNITED STATES                  ","MN","MARTIN","08",43.630000,-94.480000,1211.000000,"","Shape"
9258,"F306__10049","20010721  ","212721","99999","212721NNNNN","189010","201012","FARIBAULT                    ","UNITED STATES                  ","MN","RICE","08",44.300000,-93.260000,940.000000,"","Shape"
9343,"F306__10140","20010751  ","212737","99999","212737NNNNN","188804","201010","FARMINGTON 3 NW              ","UNITED STATES                  ","MN","DAKOTA","09",44.660000,-93.160000,980.000000,"","Shape"
9344,"F306__10141","30015555  ","212738","99999","212738NNNNN","201012","201012","FARMINGTON 3SW               ","UNITED STATES                  ","MN","DAKOTA","09",44.600000,-93.180000,940.000000,"","Shape"
9345,"F306__10142","20010749  ","212742","99999","212742NNNNN","195704","197007","FARMINGTON 1 W               ","UNITED STATES                  ","MN","DAKOTA","09",44.630000,-93.160000,922.000000,"","Shape"
9346,"F306__10143","20011071  ","212768","99999","212768NNNNN","189201","200612","FERGUS FALLS                 ","UNITED STATES                  ","MN","OTTER TAIL","04",46.280000,-96.110000,1250.000000,"","Shape"
9347,"F306__10144","12002724  ","212826","99999","212826NNNNN","190301","191301","FLOODWOOD                    ","UNITED STATES                  ","MN","ST. LOUIS","99",46.910000,-92.900000,1257.000000,"","Shape"
9348,"F306__10146","20011058  ","212842","99999","212842NNNNN","190301","201012","FLOODWOOD 3 NE               ","UNITED STATES                  ","MN","ST. LOUIS","03",46.960000,-92.860000,1260.000000,"","Shape"
9349,"F306__10147","20010814  ","212881","99999","212881NNNNN","195810","201012","FOREST LAKE 5NE              ","UNITED STATES                  ","MN","CHISAGO","06",45.330000,-92.900000,960.000000,"","Shape"
9350,"F306__10148","12002725  ","212888","99999","212888NNNNN","193904","194110","FORESTVILLE NEAR             ","UNITED STATES                  ","MN","FILLMORE","99",43.650000,-92.200000,-99999.000000,"","Shape"
9351,"F306__10149","20010856  ","212904","99999","212904NNNNN","188901","199006","FT RIPLEY                    ","UNITED STATES                  ","MN","CROW WING","06",46.160000,-94.350000,1134.000000,"","Shape"
9352,"F306__10150","20010957  ","212916","99999","212916NNNNN","190907","200902","FOSSTON 1 E                  ","UNITED STATES                  ","MN","POLK","01",47.550000,-95.710000,1310.000000,"","Shape"
9353,"F306__10151","12002726  ","212940","99999","212940NNNNN","191006","191109","FRAM                         ","UNITED STATES                  ","MN","MARSHALL","99",48.750000,-95.750000,1178.000000,"","Shape"
9354,"F306__10152","30002849  ","212955","99999","212955NNNNN","191007","191109","FRAM                         ","UNITED STATES                  ","MN","MARSHALL","01",48.430000,-95.780000,1178.000000,"","Shape"
9355,"F306__10153","20010885  ","212964","99999","212964NNNNN","194808","195109","FRAZEE                       ","UNITED STATES                  ","MN","BECKER","01",46.730000,-95.700000,1380.000000,"","Shape"
9356,"F306__10154","20011087  ","213051","99999","213051NNNNN","199109","199611","GARRISON 4 NE                ","UNITED STATES                  ","MN","AITKIN","06",46.310000,-93.760000,1210.000000,"","Shape"
9357,"F306__10155","20010742  ","213076","99999","213076NNNNN","195610","201012","GAYLORD                      ","UNITED STATES                  ","MN","SIBLEY","05",44.550000,-94.210000,1018.000000,"","Shape"
9358,"F306__10156","20010916  ","213104","99999","213104NNNNN","196211","200902","GEORGETOWN 1 E               ","UNITED STATES                  ","MN","CLAY","01",47.060000,-96.760000,885.000000,"","Shape"
9359,"F306__10157","30002914  ","213169","99999","213169NNNNN","189501","192105","GLENCOE                      ","UNITED STATES                  ","MN","MCLEOD","05",44.750000,-94.130000,1006.000000,"","Shape"
9360,"F306__10158","20010835  ","213174","99999","213174NNNNN","188708","201012","GLENWOOD 2 WNW               ","UNITED STATES                  ","MN","POPE","04",45.650000,-95.430000,1198.000000,"","Shape"
9361,"F306__10160","20010966  ","213206","99999","213206NNNNN","191901","199010","GONVICK 2 W                  ","UNITED STATES                  ","MN","CLEARWATER","01",47.730000,-95.510000,1436.000000,"","Shape"
9362,"F306__10161","12002732  ","213229","99999","213229NNNNN","193909","194501","GOODRIDGE                    ","UNITED STATES                  ","MN","PENNINGTON","99",48.150000,-95.800000,-99999.000000,"","Shape"
9363,"F306__10162","12002733  ","213261","99999","213261NNNNN","193912","194609","GRACEVILLE                   ","UNITED STATES                  ","MN","BIG STONE","99",45.560000,-96.430000,1111.000000,"","Shape"
9364,"F306__10163","20010962  ","213282","99999","213282NNNNN","189701","197210","GRAND MARAIS                 ","UNITED STATES                  ","MN","COOK","03",47.750000,-90.330000,689.000000,"","Shape"
9365,"F306__10164","20010962  ","213282","94954","21328294954","197211","201012","GRAND MARAIS                 ","UNITED STATES                  ","MN","COOK","03",47.750000,-90.350000,612.000000,"","Shape"
9366,"F306__10165","20010665  ","213290","99999","213290NNNNN","188707","201012","GRAND MEADOW                 ","UNITED STATES                  ","MN","MOWER","09",43.700000,-92.550000,1350.000000,"","Shape"
9367,"F306__10166","20010989  ","213293","99999","213293NNNNN","197212","197512","GRAND PORTAGE 5 NE           ","UNITED STATES                  ","MN","COOK","03",48.000000,-89.580000,630.000000,"","Shape"
9368,"F306__10167","20010986  ","213296","99999","213296NNNNN","189501","201012","GRAND PORTAGE                ","UNITED STATES                  ","MN","COOK","03",47.960000,-89.680000,730.000000,"","Shape"
9369,"F306__10168","20010921  ","213303","99999","213303NNNNN","191506","201012","GRAND RPDS FOREST LAB        ","UNITED STATES                  ","MN","ITASCA","02",47.230000,-93.480000,1310.000000,"","Shape"
9370,"F306__10169","30002915  ","213307","99999","213307NNNNN","191703","192008","GRANDY                       ","UNITED STATES                  ","MN","ISANTI","06",45.730000,-93.200000,930.000000,"","Shape"
9454,"F306__10260","20010766  ","213311","99999","213311NNNNN","189202","201012","GRANITE FALLS                ","UNITED STATES                  ","MN","YELLOW MEDICINE","04",44.800000,-95.550000,1000.000000,"","Shape"
9455,"F306__10261","30002916  ","213397","99999","213397NNNNN","192001","194210","GRYGLA                       ","UNITED STATES                  ","MN","MARSHALL","01",48.280000,-95.610000,1178.000000,"","Shape"
9456,"F306__10262","20010868  ","213411","99999","213411NNNNN","191102","201012","GULL LAKE DAM                ","UNITED STATES                  ","MN","CASS","02",46.400000,-94.350000,1215.000000,"","Shape"
9457,"F306__10263","20011002  ","213417","99999","213417NNNNN","189404","201012","GUNFLINT LAKE 10 NW          ","UNITED STATES                  ","MN","COOK","03",48.150000,-90.880000,1455.000000,"","Shape"
9458,"F306__10264","20010992  ","213419","99999","213419NNNNN","194808","195108","GUNFLINT LODGE               ","UNITED STATES                  ","MN","COOK","01",48.080000,-90.750000,1581.000000,"","Shape"
9459,"F306__10265","20011032  ","213455","99999","213455NNNNN","189902","201011","HALLOCK                      ","UNITED STATES                  ","MN","KITTSON","01",48.760000,-96.930000,815.000000,"","Shape"
9460,"F306__10267","30014745  ","213470","99999","213470NNNNN","200806","201012","HAMBURG                      ","UNITED STATES                  ","MN","CARVER","05",44.730000,-93.950000,999.000000,"","Shape"
9461,"F306__10268","20010635  ","213520","99999","213520NNNNN","193909","201012","HARMONY                      ","UNITED STATES                  ","MN","FILLMORE","09",43.530000,-92.000000,1350.000000,"","Shape"
9462,"F306__10269","20010758  ","213562","99999","213562NNNNN","194807","195002","HASTINGS LOCK 2              ","UNITED STATES                  ","MN","WASHINGTON","09",44.760000,-92.860000,-99999.000000,"","Shape"
9463,"F306__10270","20010757  ","213567","99999","213567NNNNN","189308","201012","HASTINGS DAM 2               ","UNITED STATES                  ","MN","DAKOTA","09",44.750000,-92.860000,695.000000,"","Shape"
9464,"F306__10271","20011059  ","213587","99999","213587NNNNN","194809","198707","HAWLEY 3 NE                  ","UNITED STATES                  ","MN","CLAY","01",46.880000,-96.250000,1165.000000,"","Shape"
9465,"F306__10272","20010898  ","213588","99999","213588NNNNN","197407","198806","HAWLEY 2 SW                  ","UNITED STATES                  ","MN","CLAY","01",46.850000,-96.330000,1112.000000,"","Shape"
9466,"F306__10273","12002737  ","213596","99999","213596NNNNN","194004","194110","HAY CREEK                    ","UNITED STATES                  ","MN","GOODHUE","99",44.500000,-92.550000,805.000000,"","Shape"
9467,"F306__10274","30015491  ","213678","99999","213678NNNNN","201007","201012","HENDERSON 3W                 ","UNITED STATES                  ","MN","SIBLEY","05",44.530000,-93.960000,975.000000,"","Shape"
9468,"F306__10275","20010838  ","213708","99999","213708NNNNN","194005","195703","HERMAN                       ","UNITED STATES                  ","MN","GRANT","04",45.800000,-96.150000,1079.000000,"","Shape"
9469,"F306__10276","20010943  ","213727","99999","213727NNNNN","194808","198109","HIBBING PWR SUBSTN           ","UNITED STATES                  ","MN","ST. LOUIS","03",47.430000,-92.960000,1532.000000,"","Shape"
9470,"F306__10277","20010936  ","213730","94931","21373094931","196211","199001","HIBBING CHISHOLM HIBBING AP  ","UNITED STATES                  ","MN","ST. LOUIS","03",47.380000,-92.850000,1347.000000,"","Shape"
9471,"F306__10278","20010995  ","213756","99999","213756NNNNN","193909","199312","HIGH LANDING 2 NW            ","UNITED STATES                  ","MN","PENNINGTON","01",48.060000,-95.850000,1150.000000,"","Shape"
9472,"F306__10279","20010908  ","213764","99999","213764NNNNN","193207","195110","HILL CITY RS                 ","UNITED STATES                  ","MN","AITKIN","01",46.980000,-93.600000,1220.000000,"","Shape"
9473,"F306__10281","30003005  ","213794","99999","213794NNNNN","194705","194711","HINCKLEY 2 RIVER STN         ","UNITED STATES                  ","MN","PINE","06",46.160000,-92.930000,-99999.000000,"","Shape"
9474,"F306__10282","20010850  ","213795","99999","213795NNNNN","195104","195109","HINCKLEY                     ","UNITED STATES                  ","MN","PINE","06",46.010000,-92.950000,1040.000000,"","Shape"
9475,"F306__10283","20010668  ","213808","99999","213808NNNNN","194807","201005","HOKAH 1S                     ","UNITED STATES                  ","MN","HOUSTON","09",43.730000,-91.350000,705.000000,"","Shape"
9476,"F306__10284","30001981  ","213812","99999","213812NNNNN","200502","201012","HOKAH 4NW                    ","UNITED STATES                  ","MN","HOUSTON","09",43.780000,-91.410000,686.000000,"","Shape"
