"OBJECTID","gml_id","STNID","COOPID","WBANID","COBAN","BEG_DATE","END_DATE","NAME","COUNTRY","STATE","COUNTY","DIV","LATITUDE","LONGITUDE","ELEVATION","SE_ANNO_CAD_DATA","gml_geometry_property"
9477,"F306__10285","30002917  ","213856","99999","213856NNNNN","189211","189306","HOLLAND                      ","UNITED STATES                  ","MN","PIPESTONE","07",44.080000,-96.160000,1780.000000,"","Shape"
9478,"F306__10286","20010871  ","213863","99999","213863NNNNN","194809","195109","HOLYOKE                      ","UNITED STATES                  ","MN","CARLTON","06",46.460000,-92.380000,1034.000000,"","Shape"
9479,"F306__10287","30001068  ","213904","99999","213904NNNNN","200010","200309","HOUSTON 5 NW                 ","UNITED STATES                  ","MN","HOUSTON","09",43.810000,-91.610000,790.000000,"","Shape"
9480,"F306__10288","12002740  ","213913","99999","213913NNNNN","190006","190710","HOVLAND                      ","UNITED STATES                  ","MN","COOK","99",47.830000,-90.000000,-99999.000000,"","Shape"
9481,"F306__10289","20010978  ","213915","99999","213915NNNNN","190006","190710","HOVLAND                      ","UNITED STATES                  ","MN","COOK","99",47.850000,-89.960000,630.000000,"","Shape"
9566,"F306__10380","20010956  ","213921","99999","213921NNNNN","195803","198402","HOYT LAKES 5 N               ","UNITED STATES                  ","MN","ST. LOUIS","03",47.580000,-92.130000,1522.000000,"","Shape"
9567,"F306__10381","20010775  ","213962","99999","213962NNNNN","189309","200910","HUTCHINSON 1 N               ","UNITED STATES                  ","MN","MCLEOD","05",44.900000,-94.360000,1095.000000,"","Shape"
9568,"F306__10382","30015228  ","213965","99999","213965NNNNN","201001","201012","HUTCHINSON 1W                ","UNITED STATES                  ","MN","MCLEOD","05",44.880000,-94.380000,1050.000000,"","Shape"
9569,"F306__10384","20011019  ","214026","14918","21402614918","189503","201106","INTL FALLS INTL AP           ","UNITED STATES                  ","MN","KOOCHICHING","02",48.550000,-93.380000,1183.000000,"","Shape"
9570,"F306__10385","12002741  ","214066","99999","214066NNNNN","192601","192806","ISABELLA                     ","UNITED STATES                  ","MN","LAKE","99",47.630000,-91.330000,1435.000000,"","Shape"
9571,"F306__10386","20010958  ","214068","99999","214068NNNNN","192601","200507","ISABELLA 1 W                 ","UNITED STATES                  ","MN","LAKE","03",47.610000,-91.360000,2010.000000,"","Shape"
9572,"F306__10387","30015223  ","214077","99999","214077NNNNN","200911","201012","ISABELLA 14W                 ","UNITED STATES                  ","MN","LAKE","03",47.580000,-91.650000,1740.000000,"","Shape"
9573,"F306__10388","30015193  ","214093","99999","214093NNNNN","200910","201012","ISLAND LAKE 4E               ","UNITED STATES                  ","MN","ST. LOUIS","03",47.010000,-92.060000,1410.000000,"","Shape"
9574,"F306__10389","20010905  ","214096","99999","214096NNNNN","194808","199509","ISLAND LAKE RSVR             ","UNITED STATES                  ","MN","ST. LOUIS","03",46.980000,-92.230000,1372.000000,"","Shape"
9575,"F306__10390","20010854  ","214102","99999","214102NNNNN","193603","194511","ISLE                         ","UNITED STATES                  ","MN","MILLE LACS","99",46.130000,-93.460000,1260.000000,"","Shape"
9576,"F306__10391","20011076  ","214103","99999","214103NNNNN","193604","201012","ISLE 12N                     ","UNITED STATES                  ","MN","AITKIN","06",46.310000,-93.500000,1285.000000,"","Shape"
9577,"F306__10392","20010922  ","214106","99999","214106NNNNN","191105","201012","ITASCA UNIV OF MINN          ","UNITED STATES                  ","MN","CLEARWATER","01",47.210000,-95.180000,1490.000000,"","Shape"
9578,"F306__10393","20010752  ","214176","99999","214176NNNNN","194201","201012","JORDAN 1SSW                  ","UNITED STATES                  ","MN","SCOTT","05",44.650000,-93.630000,890.000000,"","Shape"
9579,"F306__10394","30000333  ","214191","99999","214191NNNNN","199711","201012","KABETOGAMA                   ","UNITED STATES                  ","MN","ST. LOUIS","03",48.400000,-93.030000,1200.000000,"","Shape"
9580,"F306__10395","20011021  ","214213","99999","214213NNNNN","196212","199211","KARLSTAD                     ","UNITED STATES                  ","MN","KITTSON","01",48.580000,-96.510000,1067.000000,"","Shape"
9581,"F306__10396","30001113  ","214215","99999","214215NNNNN","200208","200408","KARLSTAD 2SE                 ","UNITED STATES                  ","MN","KITTSON","01",48.550000,-96.460000,1022.000000,"","Shape"
9582,"F306__10398","20011017  ","214306","99999","214306NNNNN","194308","201012","KETTLE FALLS                 ","UNITED STATES                  ","MN","ST. LOUIS","03",48.500000,-92.630000,1122.000000,"","Shape"
9583,"F306__10399","30014885  ","214373","99999","214373NNNNN","200811","201012","KIMBALL 3N                   ","UNITED STATES                  ","MN","STEARNS","05",45.350000,-94.300000,1145.000000,"","Shape"
9584,"F306__10400","30002918  ","214376","99999","214376NNNNN","189108","189307","KINBRAE                      ","UNITED STATES                  ","MN","NOBLES","07",43.830000,-95.500000,1600.000000,"","Shape"
9585,"F306__10401","20010794  ","214410","99999","214410NNNNN","194807","195309","LAC QUI PARLE DAM            ","UNITED STATES                  ","MN","LAC QUI PARLE","04",45.010000,-95.860000,1050.000000,"","Shape"
9586,"F306__10402","20010672  ","214418","99999","214418NNNNN","193901","201012","LA CRESCENT DAM 7            ","UNITED STATES                  ","MN","WINONA","09",43.850000,-91.300000,647.000000,"","Shape"
9587,"F306__10403","20010673  ","214423","99999","214423NNNNN","194809","194810","LA CRESCENT DAM 7 L G        ","UNITED STATES                  ","MN","WINONA","09",43.860000,-91.310000,647.000000,"","Shape"
9588,"F306__10404","20011031  ","214431","99999","214431NNNNN","197901","200004","LAKE BRONSON                 ","UNITED STATES                  ","MN","KITTSON","01",48.710000,-96.610000,930.000000,"","Shape"
9589,"F306__10405","20010729  ","214438","99999","214438NNNNN","189604","201012","LAKE CITY                    ","UNITED STATES                  ","MN","WABASHA","09",44.430000,-92.260000,700.000000,"","Shape"
9590,"F306__10406","30002919  ","214441","99999","214441NNNNN","190703","192006","LAKE CRYSTAL                 ","UNITED STATES                  ","MN","BLUE EARTH","08",44.100000,-94.200000,990.000000,"","Shape"
9591,"F306__10407","30002920  ","214445","99999","214445NNNNN","189212","190204","LAKE JENNIE                  ","UNITED STATES                  ","MN","WRIGHT","05",45.000000,-94.250000,1089.000000,"","Shape"
9592,"F306__10408","20010659  ","214453","99999","214453NNNNN","194808","201012","LAKEFIELD 2NE                ","UNITED STATES                  ","MN","JACKSON","07",43.700000,-95.150000,1530.000000,"","Shape"
9593,"F306__10409","30002850  ","214525","99999","214525NNNNN","189402","189411","LAKE VERMILLION TWR          ","UNITED STATES                  ","MN","ST. LOUIS","03",47.800000,-92.250000,-99999.000000,"","Shape"
9678,"F306__10500","20010689  ","214534","99999","214534NNNNN","197305","201012","LAKE WILSON                  ","UNITED STATES                  ","MN","MURRAY","07",43.980000,-95.950000,1650.000000,"","Shape"
9679,"F306__10501","30002851  ","214540","99999","214540NNNNN","189601","189803","LAMBERT                      ","UNITED STATES                  ","MN","MAHNOMEN","01",47.800000,-95.900000,-99999.000000,"","Shape"
9680,"F306__10502","12002750  ","214543","99999","214543NNNNN","189601","189803","LAMBERT                      ","UNITED STATES                  ","MN","RED LAKE","99",43.680000,-95.180000,-99999.000000,"","Shape"
9681,"F306__10504","20010664  ","214563","99999","214563NNNNN","193905","201012","LANESBORO                    ","UNITED STATES                  ","MN","FILLMORE","09",43.710000,-91.960000,955.000000,"","Shape"
9682,"F306__10505","30002852  ","214575","99999","214575NNNNN","189410","189710","LAWRENCE WAHKON              ","UNITED STATES                  ","MN","MILLE LACS","06",46.110000,-93.510000,-99999.000000,"","Shape"
9683,"F306__10506","20011052  ","214641","99999","214641NNNNN","194005","199108","LE CTR 2 SE                  ","UNITED STATES                  ","MN","LE SUEUR","08",44.380000,-93.710000,1070.000000,"","Shape"
9684,"F306__10507","20010930  ","214652","99999","214652NNNNN","188704","201012","LEECH LAKE                   ","UNITED STATES                  ","MN","CASS","02",47.230000,-94.210000,1302.000000,"","Shape"
9685,"F306__10508","20010965  ","214688","99999","214688NNNNN","193909","195705","LEONARD 8 NE                 ","UNITED STATES                  ","MN","CLEARWATER","01",47.730000,-95.210000,1280.000000,"","Shape"
9686,"F306__10509","30002667  ","214692","99999","214692NNNNN","200606","201012","LESTER PRAIRIE 2S            ","UNITED STATES                  ","MN","MCLEOD","05",44.850000,-94.050000,975.000000,"","Shape"
9687,"F306__10510","30002922  ","214711","99999","214711NNNNN","189903","190103","LE ROY                       ","UNITED STATES                  ","MN","MOWER","09",43.510000,-92.500000,1286.000000,"","Shape"
9688,"F306__10511","20010731  ","214721","99999","214721NNNNN","188710","195109","LE SUEUR                     ","UNITED STATES                  ","MN","LE SUEUR","08",44.460000,-93.900000,845.000000,"","Shape"
9689,"F306__10512","20010804  ","214778","99999","214778NNNNN","188705","201012","LITCHFIELD                   ","UNITED STATES                  ","MN","MEEKER","05",45.110000,-94.530000,1132.000000,"","Shape"
9690,"F306__10513","20010846  ","214793","99999","214793NNNNN","189501","201012","LITTLE FALLS 1 N             ","UNITED STATES                  ","MN","MORRISON","05",45.980000,-94.350000,1120.000000,"","Shape"
9691,"F306__10514","20010847  ","214798","99999","214798NNNNN","194808","195109","LITTLE FALLS WTR WKS         ","UNITED STATES                  ","MN","MORRISON","05",45.980000,-94.350000,1122.000000,"","Shape"
9692,"F306__10515","20011013  ","214806","99999","214806NNNNN","190902","195210","LITTLEFORK RS                ","UNITED STATES                  ","MN","KOOCHICHING","01",48.400000,-93.550000,1181.000000,"","Shape"
9693,"F306__10516","20011099  ","214809","99999","214809NNNNN","199401","200909","LITTLEFORK 10 SW             ","UNITED STATES                  ","MN","KOOCHICHING","02",48.360000,-93.710000,1200.000000,"","Shape"
9694,"F306__10518","20011088  ","214884","99999","214884NNNNN","199109","201012","LOWER ST ANTHONY FALLS       ","UNITED STATES                  ","MN","HENNEPIN","06",44.960000,-93.230000,754.000000,"","Shape"
9695,"F306__10519","30002924  ","214914","99999","214914NNNNN","189512","189812","LUTSEN                       ","UNITED STATES                  ","MN","COOK","03",47.580000,-90.750000,1202.000000,"","Shape"
9696,"F306__10520","20011060  ","214918","99999","214918NNNNN","189604","200603","LUTSEN 3NNE                  ","UNITED STATES                  ","MN","COOK","03",47.680000,-90.650000,1300.000000,"","Shape"
9697,"F306__10521","20010661  ","214937","99999","214937NNNNN","189306","200009","LUVERNE                      ","UNITED STATES                  ","MN","ROCK","07",43.650000,-96.200000,1500.000000,"","Shape"
9698,"F306__10522","30002925  ","214987","99999","214987NNNNN","189708","192906","LYND #1                      ","UNITED STATES                  ","MN","LYON","07",44.360000,-95.860000,-99999.000000,"","Shape"
9699,"F306__10523","30002926  ","214989","99999","214989NNNNN","189204","192906","LYND #2                      ","UNITED STATES                  ","MN","LYON","07",44.360000,-95.860000,1175.000000,"","Shape"
9700,"F306__10524","20010795  ","214994","99999","214994NNNNN","194005","201012","MADISON SEWAGE PLT           ","UNITED STATES                  ","MN","LAC QUI PARLE","04",45.000000,-96.150000,1080.000000,"","Shape"
9701,"F306__10525","20010934  ","215012","99999","215012NNNNN","192407","201011","MAHNOMEN                     ","UNITED STATES                  ","MN","MAHNOMEN","01",47.310000,-95.960000,1209.000000,"","Shape"
9702,"F306__10526","20010947  ","215020","99999","215020NNNNN","193101","196204","MAHONING MINE                ","UNITED STATES                  ","MN","ST. LOUIS","03",47.460000,-92.980000,1581.000000,"","Shape"
9703,"F306__10527","20010708  ","215073","99999","215073NNNNN","198409","201010","MANKATO                      ","UNITED STATES                  ","MN","BLUE EARTH","08",44.150000,-94.010000,850.000000,"","Shape"
9704,"F306__10528","12002757  ","215081","99999","215081NNNNN","194005","194205","MANITOU                      ","UNITED STATES                  ","MN","KOOCHICHING","99",48.630000,-94.030000,938.000000,"","Shape"
9705,"F306__10529","20010708  ","215088","99999","215088NNNNN","190409","195407","MANKATO                      ","UNITED STATES                  ","MN","NICOLLET","03",44.160000,-94.010000,781.000000,"","Shape"
9789,"F306__10620","30002853  ","215100","99999","215100NNNNN","189601","189601","MANTORVILLE                  ","UNITED STATES                  ","MN","DODGE","09",44.060000,-92.750000,-99999.000000,"","Shape"
9790,"F306__10621","20010792  ","215136","99999","215136NNNNN","189201","198611","MAPLE PLAIN                  ","UNITED STATES                  ","MN","HENNEPIN","06",45.000000,-93.650000,970.000000,"","Shape"
9791,"F306__10622","30002854  ","215140","99999","215140NNNNN","189512","189611","MAPLEWOOD                    ","UNITED STATES                  ","MN","HENNEPIN","06",44.950000,-93.510000,1362.000000,"","Shape"
9792,"F306__10623","12002759  ","215146","99999","215146NNNNN","189512","189712","MAPLEWOOD                    ","UNITED STATES                  ","MN","HENNEPIN","99",44.830000,-92.950000,1362.000000,"","Shape"
9793,"F306__10625","20010732  ","215204","99999","215204NNNNN","193504","201012","MARSHALL                     ","UNITED STATES                  ","MN","LYON","07",44.460000,-95.780000,1152.000000,"","Shape"
9794,"F306__10626","30002927  ","215224","99999","215224NNNNN","189301","189710","MAZEPPA                      ","UNITED STATES                  ","MN","WABASHA","09",44.330000,-92.500000,934.000000,"","Shape"
9795,"F306__10627","30002928  ","215234","99999","215234NNNNN","190708","190805","MCINTOSH                     ","UNITED STATES                  ","MN","POLK","01",47.630000,-95.880000,-99999.000000,"","Shape"
9796,"F306__10628","20010907  ","215298","99999","215298NNNNN","191512","198512","MEADOWLANDS 9 S              ","UNITED STATES                  ","MN","ST. LOUIS","03",46.980000,-92.730000,1269.000000,"","Shape"
9797,"F306__10629","30002929  ","215311","99999","215311NNNNN","188805","189408","MEDFORD                      ","UNITED STATES                  ","MN","STEELE","08",44.160000,-93.230000,1098.000000,"","Shape"
9798,"F306__10630","20010834  ","215325","99999","215325NNNNN","195412","201012","MELROSE                      ","UNITED STATES                  ","MN","STEARNS","05",45.660000,-94.800000,1200.000000,"","Shape"
9799,"F306__10631","20010836  ","215392","99999","215392NNNNN","189702","201012","MILACA                       ","UNITED STATES                  ","MN","MILLE LACS","06",45.750000,-93.650000,1064.000000,"","Shape"
9800,"F306__10632","20010807  ","215400","99999","215400NNNNN","189308","201012","MILAN 1 NW                   ","UNITED STATES                  ","MN","CHIPPEWA","04",45.110000,-95.910000,1020.000000,"","Shape"
9801,"F306__10633","12002764  ","215424","99999","215424NNNNN","189301","190106","MINNEAPOLIS #1               ","UNITED STATES                  ","MN","HENNEPIN","99",44.960000,-93.330000,850.000000,"","Shape"
9802,"F306__10634","20010797  ","215430","99999","215430NNNNN","194808","194808","MINNEAPOLIS                  ","UNITED STATES                  ","MN","ANOKA","06",45.030000,-93.260000,810.000000,"","Shape"
9803,"F306__10635","30002855  ","215433","99999","215433NNNNN","189101","194812","MINNEAPOLIS WB DWTN          ","UNITED STATES                  ","MN","HENNEPIN","06",44.980000,-93.300000,-99999.000000,"","Shape"
9804,"F306__10636","20010769  ","215435","14922","21543514922","189101","201106","MINNEAPOLIS/ST PAUL AP       ","UNITED STATES                  ","MN","HENNEPIN","06",44.860000,-93.210000,872.000000,"","Shape"
9805,"F306__10638","30002857  ","215439","99999","215439NNNNN","189305","190106","MINNEAPOLIS CHENEY           ","UNITED STATES                  ","MN","HENNEPIN","06",44.960000,-93.330000,-99999.000000,"","Shape"
9806,"F306__10639","30015136  ","215441","94960","21544194960","200909","201106","MPLS CRYSTAL AP              ","UNITED STATES                  ","MN","HENNEPIN","06",45.050000,-93.350000,861.000000,"","Shape"
9807,"F306__10640","30015135  ","215443","94963","21544394963","200909","201106","MPLS FLYING CLOUD AP         ","UNITED STATES                  ","MN","HENNEPIN","06",44.810000,-93.460000,907.000000,"","Shape"
9808,"F306__10641","20010784  ","215450","99999","215450NNNNN","195305","195305","MINNEGASCO RIVER PLT         ","UNITED STATES                  ","MN","HENNEPIN","06",44.960000,-93.250000,820.000000,"","Shape"
9809,"F306__10642","20010744  ","215482","99999","215482NNNNN","194807","201012","MINNEOTA                     ","UNITED STATES                  ","MN","LYON","07",44.550000,-95.980000,1211.000000,"","Shape"
9810,"F306__10643","12002767  ","215486","99999","215486NNNNN","189301","190008","MINNESOTA CITY               ","UNITED STATES                  ","MN","WINONA","99",43.580000,-91.800000,740.000000,"","Shape"
9811,"F306__10644","20010704  ","215488","99999","215488NNNNN","189607","201012","MINNESOTA CITY DAM 5         ","UNITED STATES                  ","MN","WINONA","09",44.150000,-91.800000,670.000000,"","Shape"
9812,"F306__10645","30002858  ","215490","99999","215490NNNNN","189305","190008","MINNESOTA CITY               ","UNITED STATES                  ","MN","WINONA","09",44.080000,-91.800000,740.000000,"","Shape"
9813,"F306__10646","20010987  ","215533","99999","215533NNNNN","193201","194004","MIZPAH                       ","UNITED STATES                  ","MN","KOOCHICHING","02",47.950000,-94.210000,1411.000000,"","Shape"
9814,"F306__10647","20010777  ","215563","99999","215563NNNNN","188908","201012","MONTEVIDEO 1 SW              ","UNITED STATES                  ","MN","LAC QUI PARLE","04",44.930000,-95.750000,985.000000,"","Shape"
9815,"F306__10648","20010727  ","215571","99999","215571NNNNN","194808","201012","MONTGOMERY                   ","UNITED STATES                  ","MN","LE SUEUR","08",44.450000,-93.650000,1100.000000,"","Shape"
9816,"F306__10649","20010899  ","215584","99999","215584NNNNN","194811","195408","MOREHEAD                     ","UNITED STATES                  ","MN","CLAY","01",46.860000,-96.760000,-99999.000000,"","Shape"
9900,"F306__10740","20011080  ","215586","99999","215586NNNNN","199106","201012","MOORHEAD                     ","UNITED STATES                  ","MN","CLAY","01",46.880000,-96.730000,890.000000,"","Shape"
9901,"F306__10741","20010900  ","215589","99999","215589NNNNN","189305","195307","MOORHEAD ST TEACHERS C       ","UNITED STATES                  ","MN","CLAY","01",46.860000,-96.750000,942.000000,"","Shape"
9902,"F306__10742","30001594  ","215590","99999","215590NNNNN","200402","201012","MORGAN                       ","UNITED STATES                  ","MN","REDWOOD","07",44.410000,-94.910000,1040.000000,"","Shape"
9903,"F306__10744","20010872  ","215603","99999","215603NNNNN","194808","196002","MOOSE LAKE RS                ","UNITED STATES                  ","MN","CARLTON","06",46.450000,-92.760000,1060.000000,"","Shape"
9904,"F306__10745","20010840  ","215615","99999","215615NNNNN","190406","201012","MORA                         ","UNITED STATES                  ","MN","KANABEC","06",45.860000,-93.300000,1018.000000,"","Shape"
9905,"F306__10746","20010830  ","215638","99999","215638NNNNN","188505","201012","MORRIS WC EXP STN            ","UNITED STATES                  ","MN","STEVENS","04",45.580000,-95.860000,1140.000000,"","Shape"
9906,"F306__10747","30002859  ","215650","99999","215650NNNNN","189311","191008","MTN IRON                     ","UNITED STATES                  ","MN","ST. LOUIS","03",47.530000,-92.600000,1510.000000,"","Shape"
9907,"F306__10748","20011078  ","215665","99999","215665NNNNN","199011","200304","MOUND                        ","UNITED STATES                  ","MN","HENNEPIN","06",44.950000,-93.650000,935.000000,"","Shape"
9908,"F306__10749","12002769  ","215677","99999","215677NNNNN","189506","191008","MOUNT IRON                   ","UNITED STATES                  ","MN","ST. LOUIS","99",47.530000,-92.600000,1510.000000,"","Shape"
9909,"F306__10750","20011011  ","215693","99999","215693NNNNN","195704","196107","MUD LAKE NAT'L WR            ","UNITED STATES                  ","MN","MARSHALL","01",48.300000,-95.980000,1142.000000,"","Shape"
9910,"F306__10751","20010998  ","215819","99999","215819NNNNN","196808","197312","NETT LAKE                    ","UNITED STATES                  ","MN","KOOCHICHING","02",48.110000,-93.100000,-99999.000000,"","Shape"
9911,"F306__10752","20010791  ","215838","99999","215838NNNNN","199002","201012","NEW HOPE                     ","UNITED STATES                  ","MN","HENNEPIN","06",45.000000,-93.360000,940.000000,"","Shape"
9912,"F306__10753","20010819  ","215842","99999","215842NNNNN","189304","200907","NEW LONDON                   ","UNITED STATES                  ","MN","KANDIYOHI","05",45.300000,-94.930000,1250.000000,"","Shape"
9913,"F306__10754","30015131  ","215845","99999","215845NNNNN","200910","201010","NEW LONDON SPICER            ","UNITED STATES                  ","MN","KANDIYOHI","05",45.250000,-94.930000,1197.000000,"","Shape"
9914,"F306__10755","12002771  ","215853","99999","215853NNNNN","189310","191911","NEW RICHLAND                 ","UNITED STATES                  ","MN","WASECA","99",43.880000,-93.500000,1180.000000,"","Shape"
9915,"F306__10756","30002860  ","215870","99999","215870NNNNN","190201","191911","NEW RICHLAND                 ","UNITED STATES                  ","MN","WASECA","08",43.880000,-93.500000,1180.000000,"","Shape"
9916,"F306__10758","20011094  ","215902","99999","215902NNNNN","199303","201012","NEW YORK MILLS               ","UNITED STATES                  ","MN","OTTER TAIL","04",46.500000,-95.360000,1380.000000,"","Shape"
9917,"F306__10759","30002930  ","215912","99999","215912NNNNN","189801","190409","NEWFOLDEN                    ","UNITED STATES                  ","MN","MARSHALL","01",48.330000,-96.330000,-99999.000000,"","Shape"
9918,"F306__10760","12002773  ","215927","99999","215927NNNNN","191806","191905","NICKERSON                    ","UNITED STATES                  ","MN","PINE","99",46.430000,-92.500000,1157.000000,"","Shape"
9919,"F306__10761","12002774  ","215937","99999","215937NNNNN","192106","192307","NORDEN                       ","UNITED STATES                  ","MN","KOOCHICHING","99",48.110000,-94.380000,-99999.000000,"","Shape"
9920,"F306__10762","20010730  ","215987","99999","215987NNNNN","188109","195109","NORTHFIELD 2 NNE             ","UNITED STATES                  ","MN","DAKOTA","08",44.460000,-93.130000,890.000000,"","Shape"
9921,"F306__10763","30014879  ","215989","99999","215989NNNNN","200810","201012","NORTHOME 3S                  ","UNITED STATES                  ","MN","ITASCA","02",47.830000,-94.250000,1415.000000,"","Shape"
9922,"F306__10764","30003006  ","215990","99999","215990NNNNN","200701","200708","NORWOOD YOUNG AMER 1 W       ","UNITED STATES                  ","MN","CARVER","05",44.760000,-93.910000,998.000000,"","Shape"
9923,"F306__10765","20010708  ","216007","99999","216007NNNNN","195409","198408","NORTH MANKATO                ","UNITED STATES                  ","MN","NICOLLET","08",44.160000,-94.030000,785.000000,"","Shape"
9924,"F306__10766","20010974  ","216148","99999","216148NNNNN","193909","199606","OKLEE                        ","UNITED STATES                  ","MN","RED LAKE","01",47.830000,-95.850000,1150.000000,"","Shape"
9925,"F306__10767","20010763  ","216152","99999","216152NNNNN","189203","201012","OLIVIA 3E                    ","UNITED STATES                  ","MN","RENVILLE","05",44.750000,-94.910000,1100.000000,"","Shape"
9926,"F306__10768","20010853  ","216166","99999","216166NNNNN","193502","201012","ONAMIA RS                    ","UNITED STATES                  ","MN","MILLE LACS","06",46.060000,-93.650000,1260.000000,"","Shape"
9927,"F306__10769","20010998  ","216210","99999","216210NNNNN","197009","197107","ORR 5 SW                     ","UNITED STATES                  ","MN","ST. LOUIS","02",48.030000,-92.910000,1380.000000,"","Shape"
10011,"F306__10859","30003171  ","216211","99999","216211NNNNN","200708","201012","ORR 3E                       ","UNITED STATES                  ","MN","ST. LOUIS","03",48.050000,-92.750000,1315.000000,"","Shape"
10012,"F306__10860","20010998  ","216212","99999","216212NNNNN","196111","197205","ORR 13 W                     ","UNITED STATES                  ","MN","KOOCHICHING","02",48.050000,-93.100000,1300.000000,"","Shape"
10013,"F306__10862","20010821  ","216224","99999","216224NNNNN","189201","198303","ORTONVILLE                   ","UNITED STATES                  ","MN","BIG STONE","04",45.300000,-96.450000,981.000000,"","Shape"
10014,"F306__10863","30001970  ","216225","99999","216225NNNNN","200502","201012","ORTONVILLE 1N                ","UNITED STATES                  ","MN","BIG STONE","04",45.300000,-96.410000,1099.000000,"","Shape"
10015,"F306__10864","20010858  ","216228","99999","216228NNNNN","197106","201012","ORWELL DAM                   ","UNITED STATES                  ","MN","OTTER TAIL","04",46.200000,-96.160000,1080.000000,"","Shape"
10016,"F306__10865","30002931  ","216233","99999","216233NNNNN","190706","191603","OSAKIS                       ","UNITED STATES                  ","MN","DOUGLAS","04",45.850000,-95.180000,1343.000000,"","Shape"
10017,"F306__10866","20010870  ","216276","99999","216276NNNNN","194005","201012","OTTERTAIL                    ","UNITED STATES                  ","MN","OTTER TAIL","04",46.410000,-95.530000,980.000000,"","Shape"
10018,"F306__10867","20011045  ","216287","99999","216287NNNNN","196103","201012","OWATONNA                     ","UNITED STATES                  ","MN","STEELE","08",44.080000,-93.210000,1150.000000,"","Shape"
10019,"F306__10868","20011055  ","216360","99999","216360NNNNN","188501","198508","PARK RAPIDS 2 S              ","UNITED STATES                  ","MN","HUBBARD","02",46.900000,-95.060000,1443.000000,"","Shape"
10020,"F306__10869","20011055  ","216360","94967","21636094967","198509","199905","PARK RAPIDS MUNI AP          ","UNITED STATES                  ","MN","HUBBARD","02",46.900000,-95.060000,1434.000000,"","Shape"
10021,"F306__10870","20010822  ","216386","99999","216386NNNNN","197010","197311","PAYNESVILLE                  ","UNITED STATES                  ","MN","STEARNS","05",45.380000,-94.730000,1181.000000,"","Shape"
10022,"F306__10871","20010878  ","216405","99999","216405NNNNN","194005","201012","PELICAN RAPIDS               ","UNITED STATES                  ","MN","OTTER TAIL","04",46.560000,-96.080000,1370.000000,"","Shape"
10023,"F306__10872","30002932  ","216442","99999","216442NNNNN","190503","190603","PETERSON                     ","UNITED STATES                  ","MN","FILLMORE","09",43.780000,-91.830000,758.000000,"","Shape"
10024,"F306__10873","12002780  ","216479","99999","216479NNNNN","191209","191611","PIERZ                        ","UNITED STATES                  ","MN","MORRISON","99",45.960000,-94.100000,1162.000000,"","Shape"
10025,"F306__10874","20010837  ","216481","99999","216481NNNNN","191209","191611","PIERZ 5 E                    ","UNITED STATES                  ","MN","BENTON","05",45.810000,-94.000000,1289.000000,"","Shape"
10026,"F306__10876","30003042  ","216510","99999","216510NNNNN","194305","194806","PIGEON RIVER BRG             ","UNITED STATES                  ","MN","COOK","03",48.000000,-89.700000,950.000000,"","Shape"
10027,"F306__10877","20010881  ","216547","99999","216547NNNNN","188703","201012","PINE RIVER DAM               ","UNITED STATES                  ","MN","CROW WING","06",46.660000,-94.100000,1250.000000,"","Shape"
10028,"F306__10878","20010690  ","216565","99999","216565NNNNN","187708","201012","PIPESTONE                    ","UNITED STATES                  ","MN","PIPESTONE","07",44.000000,-96.310000,1705.000000,"","Shape"
10029,"F306__10879","30002861  ","216570","99999","216570NNNNN","189410","190412","PLEASANT MOUNDS              ","UNITED STATES                  ","MN","BLUE EARTH","08",43.860000,-94.130000,-99999.000000,"","Shape"
10030,"F306__10880","12002781  ","216571","99999","216571NNNNN","194103","194111","PLAINVIEW                    ","UNITED STATES                  ","MN","WABASHA","99",44.160000,-92.160000,1180.000000,"","Shape"
10031,"F306__10881","12002782  ","216573","99999","216573NNNNN","189410","190502","PLEASANT MOUND               ","UNITED STATES                  ","MN","BLUE EARTH","99",44.000000,-94.000000,-99999.000000,"","Shape"
10032,"F306__10882","20010929  ","216612","99999","216612NNNNN","188704","201006","POKEGAMA DAM                 ","UNITED STATES                  ","MN","ITASCA","02",47.250000,-93.580000,1280.000000,"","Shape"
10033,"F306__10883","30002933  ","216632","99999","216632NNNNN","190705","190709","POPLAR                       ","UNITED STATES                  ","MN","CASS","02",46.580000,-94.660000,1805.000000,"","Shape"
10034,"F306__10884","30002934  ","216644","99999","216644NNNNN","190502","190606","PRATT                        ","UNITED STATES                  ","MN","STEELE","08",44.010000,-93.130000,1223.000000,"","Shape"
10035,"F306__10885","20010648  ","216654","99999","216654NNNNN","195206","201012","PRESTON                      ","UNITED STATES                  ","MN","FILLMORE","09",43.660000,-92.060000,930.000000,"","Shape"
10036,"F306__10886","30002935  ","216681","99999","216681NNNNN","189308","189308","PRINCETON                    ","UNITED STATES                  ","MN","MILLE LACS","06",45.580000,-93.580000,961.000000,"","Shape"
10037,"F306__10887","20010701  ","216744","99999","216744NNNNN","198103","199109","RAPIDAN 2 W                  ","UNITED STATES                  ","MN","BLUE EARTH","08",44.100000,-94.100000,808.000000,"","Shape"
10120,"F306__10979","30002870  ","216781","99999","216781NNNNN","194305","194307","REDBY #2                     ","UNITED STATES                  ","MN","BELTRAMI","02",47.880000,-94.900000,1220.000000,"","Shape"
